anime_id,members
2020,18307
9888,14497
4028,23679
1965,71172
8934,66084
19021,34272
10321,105723
31178,12757
20359,23937
975,12389
9332,26163
1347,17268
12293,151928
3087,56370
2383,3607
1678,14867
17917,1880
902,51083
23539,2348
16700,33381
14765,52569
16035,108174
31780,2762
15379,123691
32871,5492
3577,20883
1013,33035
190,61154
963,28222
1609,14615
4056,1615
8424,129672
94,65896
13585,40958
16143,5914
31918,11400
9893,7314
16868,27802
6758,35520
415,16442
7,64905
976,7609
7745,4277
30870,9638
17901,7612
9925,31019
30206,30342
2116,36623
1723,99506
61,126914
31163,130028
3230,69683
2484,1548
19951,37633
3418,801
2544,1794
3229,66236
3245,1194
3272,3623
1516,14932
32245,46323
11777,3069
1967,6326
3467,80820
16468,12922
2385,22157
195,99558
3887,8478
30714,22823
13073,2978
21073,5359
25647,9065
13055,51997
24029,4258
28621,81230
9241,5962
390,64161
21881,537892
16417,128529
2500,5053
30901,55851
13677,20543
9120,21212
8915,84779
2803,1897
6988,1191
11053,849
376,116129
1126,6860
1524,8717
21635,18894
5658,1917
27945,5870
958,10727
4550,33112
25159,144370
3223,3174
634,41250
33074,1353
1437,3138
28013,30308
18391,836
2736,1218
11033,6939
19653,19967
9999,23772
8171,10147
2386,23915
107,21920
2847,38238
2361,2764
28495,5472
173,27358
1303,42831
3455,237563
4896,126865
883,13775
1901,4311
32323,11936
12669,17764
31754,13993
1205,15565
10681,37925
24469,14158
24429,2919
9379,149497
2667,1168
2666,1176
2655,2139
893,26104
1299,10531
29325,21805
24231,91049
15785,3239
469,106142
3222,3189
11313,25799
5042,125614
837,22431
1422,2950
5084,6491
7261,3085
5351,4680
2948,2108
4879,36075
1168,5006
20877,5729
460,37792
11019,5765
1846,5758
22865,76880
21561,101326
5014,524
3067,1678
3956,34305
100,37394
5504,16720
12191,10568
1652,2568
180,53360
3269,22537
11375,11617
13939,61198
10447,62753
2920,1540
15711,7962
15687,60139
1683,3782
11783,55277
2671,1156
2030,31874
2624,811
1886,2387
31737,101287
32071,8569
3734,1248
2899,46415
10507,18480
16774,37500
28387,64307
21563,61410
52,39758
4195,20256
6163,20616
6016,6090
3247,21824
1416,4296
12637,6713
13093,17967
351,7878
12001,10373
14749,156116
9981,64958
1120,42389
1191,7289
1124,5324
6581,9553
866,13008
2583,1895
32034,472
10232,25760
14835,9893
30740,42139
18441,48728
33929,17401
2513,8252
27825,1928
3218,3223
1335,18178
915,7484
2987,1329
15617,11459
3010,5243
16668,96718
274,30766
192,40858
32543,740
1429,2694
2818,835
333,1711
6262,591
3437,1828
6999,4495
1835,6670
529,58051
3186,1705
79,158772
3594,50455
1860,43632
201,13970
3322,23132
3043,2535
2333,2102
6901,1135
12651,2088
2748,2578
6198,6931
12623,1471
3231,38498
3298,25885
1774,1675
31500,38646
1358,9328
2745,1426
20505,1276
12175,91552
4903,22991
277,21393
1017,20105
10397,77284
16442,1963
1847,16654
16051,21125
34085,2945
31280,9447
3000,5134
11341,11941
6169,5223
178,20062
1920,3818
1932,6390
23447,19772
30205,97674
6164,43279
1736,2864
2589,15333
4071,1707
12079,40641
526,7254
21437,44006
6460,1640
5216,11482
7081,3682
2123,12449
2668,1124
1931,2861
652,6616
395,87240
1490,5947
8120,1201
5041,26176
1371,4247
1116,2858
26441,75460
6954,45718
1556,11902
2901,786
5079,72750
10456,90977
1413,3242
276,36656
352,8760
6023,45161
2947,2037
2108,9025
1362,15421
1731,35730
3593,13738
16742,257925
3692,3619
550,89243
8894,5984
19759,35230
1498,68626
30711,23592
974,40717
24031,61228
2222,5330
14829,100392
19159,8892
1140,45084
6463,2814
20457,65402
34178,1072
2542,4157
189,156627
1414,3183
24455,114612
2834,2033
4134,34056
3111,1843
14293,44787
613,3945
12673,22414
8133,3046
28215,11992
23987,7034
1108,10449
1080,9957
1531,26234
4382,243448
2747,5332
12695,18866
5397,3038
6951,18651
5196,7014
369,47280
2036,1763
1352,8970
34349,1885
2657,1342
31201,408
10842,11981
1845,2640
384,165335
